"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-22"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 대구광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"127","대구광역시 달서구 상인동","1596","1596","0000","상인화성파크드림2단지","전세","84.9900","202606","15","20,519","0","22","2010","송현로7길 9","202607~202807","신규","-","","","아파트"
"128","대구광역시 달서구 상인동","1596","1596","0000","상인화성파크드림2단지","월세","84.9800","202606","15","14,363","18","11","2010","송현로7길 9","202607~202807","신규","-","","","아파트"
"129","대구광역시 달서구 상인동","1596","1596","0000","상인화성파크드림2단지","월세","84.9800","202606","15","12,311","24","12","2010","송현로7길 9","202607~202807","신규","-","","","아파트"
"130","대구광역시 중구 동인동1가","420","0420","0000","힐스테이트동인더스카이","월세","84.9389","202606","15","3,000","130","11","2025","태평로 240","202606~202806","신규","-","","","아파트"
"131","대구광역시 달서구 상인동","1596","1596","0000","상인화성파크드림2단지","전세","84.9900","202606","15","20,519","0","13","2010","송현로7길 9","202607~202807","신규","-","","","아파트"
"132","대구광역시 달서구 상인동","1551","1551","0000","제림","전세","59.8950","202606","15","10,000","0","12","1993","상화북로 196","202609~202809","신규","-","","","아파트"
"133","대구광역시 동구 신암동","259-5","0259","0005","동대구역엘크루더센트럴","전세","84.9744","202606","15","27,000","0","11","2024","신암남로 111","202606~202806","신규","-","","","아파트"
"134","대구광역시 북구 연경동","923","0923","0000","연경숲","월세","59.7200","202606","15","9,530","22","4","2020","연경중앙로 55","202608~202807","갱신","-","9,300","20","아파트"
"135","대구광역시 중구 동인동3가","414","0414","0000","엑소디움센트럴동인","전세","84.9715","202606","15","25,000","0","11","2023","국채보상로139길 40","202607~202807","신규","-","","","아파트"
"136","대구광역시 중구 동인동3가","419","0419","0000","동인태왕아너스라플란드","월세","29.9263","202606","15","1,500","55","2","2023","국채보상로151길 55","202607~202807","신규","-","","","아파트"
"137","대구광역시 북구 사수동","812","0812","0000","서희스타힐스테이","월세","84.8183","202606","15","15,000","26","20","2019","내곡로 90","202611~202811","신규","-","","","아파트"
"138","대구광역시 수성구 지산동","1273","1273","0000","협화맨션","월세","84.7600","202606","15","16,000","10","12","1991","지범로22길 23","202607~202807","신규","-","","","아파트"
"139","대구광역시 서구 평리동","632-9","0632","0009","서대구KTX영무예다음","전세","59.7832","202606","15","19,000","0","29","2023","당산로 446","202606~202806","신규","-","","","아파트"
"140","대구광역시 수성구 시지동","349","0349","0000","청구전원타운","전세","84.9800","202606","15","18,000","0","4","1990","시지로 45","202608~202808","신규","-","","","아파트"
"141","대구광역시 동구 괴전동","655","0655","0000","안심역삼정그린코아더베스트","월세","84.6731","202606","15","2,000","100","21","2021","반야월북로 355","202607~202807","신규","-","","","아파트"
"142","대구광역시 동구 신천동","556-1","0556","0001","신천LH","월세","60.0000","202606","15","500","50","2","1989","동부로 1","202606~203006","신규","-","","","아파트"
"143","대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","전세","130.1700","202606","15","22,000","0","1","1988","효성중앙길 37","202606~202806","신규","-","","","아파트"
"144","대구광역시 동구 봉무동","1530","1530","0000","대구이시아폴리스더샵3차","월세","84.8900","202606","15","2,000","100","13","2013","팔공로51길 10","202607~202807","신규","-","","","아파트"
"145","대구광역시 수성구 노변동","742","0742","0000","수성알파시티청아람","월세","19.9732","202606","15","3,476","4","5","2021","알파시티2로 96","202607~202806","갱신","-","3,504","5","아파트"
"146","대구광역시 북구 도남동","908","0908","0000","대구도남LH2단지","월세","46.2300","202606","15","3,961","21","4","2023","도남중앙로22길 10","202608~202807","갱신","-","2,777","27","아파트"
"147","대구광역시 북구 동변동","682","0682","0000","유니버시아드선수촌2단지","월세","73.2815","202606","15","2,000","72","9","2003","동변로 24","202608~202807","신규","-","","","아파트"
"148","대구광역시 수성구 황금동","365","0365","0000","캐슬골드파크4단지","전세","172.3700","202606","15","65,000","0","11","2006","청수로 261","202608~202808","신규","-","","","아파트"
"149","대구광역시 달서구 신당동","1846","1846","0000","성서주공2","월세","37.6700","202606","15","500","45","2","1995","신당로 55","202606~202806","신규","-","","","아파트"
"150","대구광역시 달서구 신당동","1846","1846","0000","성서주공2","월세","42.9000","202606","15","500","40","5","1995","신당로 55","202606~202806","신규","-","","","아파트"
"151","대구광역시 중구 태평로3가","177-3","0177","0003","대구역경남센트로팰리스","월세","84.1638","202606","15","3,000","100","23","2022","태평로 47","202607~202807","신규","-","","","아파트"
"152","대구광역시 동구 동호동","362","0362","0000","상록아파트","월세","59.7200","202606","15","1,859","22","3","2004","동호로 47","202607~202807","신규","-","","","아파트"
"153","대구광역시 달서구 이곡동","1332","1332","0000","성서무지개타운","전세","84.9900","202606","15","18,000","0","17","1997","선원로 171","202607~202807","신규","-","","","아파트"
"154","대구광역시 동구 율하동","1621","1621","0000","율하휴먼시아10단지","월세","39.7200","202606","15","1,961","13","9","2010","율하동로8길 16","202607~202806","갱신","-","1,868","13","아파트"
"155","대구광역시 동구 율하동","1621","1621","0000","율하휴먼시아10단지","월세","59.8800","202606","15","3,881","27","10","2010","율하동로8길 16","202607~202806","갱신","-","3,696","25","아파트"
"156","대구광역시 북구 칠성동2가","736","0736","0000","대구역유림노르웨이숲","전세","59.8650","202606","15","24,000","0","31","2017","칠성남로26길 11","202608~202808","신규","-","","","아파트"
"157","대구광역시 북구 노원동3가","1227","1227","0000","대구노원한신더휴","전세","59.9500","202606","15","22,000","0","18","2017","노원로10길 40","202609~202809","신규","-","","","아파트"
"158","대구광역시 달서구 죽전동","645","0645","0000","죽전역에일린의뜰","전세","84.7573","202606","15","24,000","0","9","2024","와룡로 254","202607~202807","갱신","사용","24,000","0","아파트"
"159","대구광역시 달서구 본동","276","0276","0000","그린맨션3차","전세","84.9900","202606","15","15,000","0","1","1988","구마로36길 33","202606~202806","신규","-","","","아파트"
"160","대구광역시 달성군 구지면 화산리","1105","1105","0000","대구국가산단반도유보라아이비파크3","월세","74.9638","202606","15","500","65","21","2020","국가산단북로34길 10","202606~202806","신규","-","","","아파트"
"161","대구광역시 달서구 월성동","84","0084","0000","월성주공1(고층)","전세","58.4600","202606","15","9,000","0","4","1991","월곡로94길 30","202607~202807","신규","-","","","아파트"
"162","대구광역시 달성군 구지면 응암리","1199","1199","0000","대구국가산단반도유보라아이비파크","월세","68.7539","202606","15","10,000","25","23","2017","과학마을로3길 14","202607~202807","신규","-","","","아파트"
"163","대구광역시 달성군 현풍읍 중리","486","0486","0000","대구테크노폴리스서한이다음","월세","77.1897","202606","15","2,000","63","3","2014","테크노상업로 33","202606~202806","갱신","-","19,000","0","아파트"
"164","대구광역시 달성군 다사읍 죽곡리","814","0814","0000","대실역태왕아너스","전세","59.8870","202606","15","25,000","0","19","2017","대실역남로 11","202606~202806","신규","-","","","아파트"
"165","대구광역시 달성군 다사읍 매곡리","1543","1543","0000","죽곡하우젠트아너스빌","월세","59.9925","202606","15","2,000","75","5","2008","왕선로 26","202607~202807","신규","-","","","아파트"
"166","대구광역시 달성군 화원읍 천내리","42","0042","0000","(화원)영남","월세","73.7775","202606","14","1,000","45","4","1989","화원로 10","202607~202807","신규","-","","","아파트"
"167","대구광역시 달성군 현풍읍 중리","485","0485","0000","대구테크노폴리스일동미라주더파크","전세","72.9520","202606","14","17,000","0","13","2017","테크노북로2길 9","202607~202807","신규","-","","","아파트"
"168","대구광역시 달성군 구지면 창리","1447","1447","0000","모아미래도에듀퍼스트","월세","77.7752","202606","14","3,000","50","6","2021","국가산단대로70길 42","202607~202807","신규","-","","","아파트"
"169","대구광역시 달성군 유가읍 봉리","659","0659","0000","호반베르디움2차","전세","98.8946","202606","14","20,000","0","8","2016","테크노대로5길 80","202607~202807","갱신","사용","20,000","0","아파트"
"170","대구광역시 중구 대신동","103-9","0103","0009","청라힐지웰더센트로","전세","72.7570","202606","14","25,000","0","23","2023","달성로 71","202607~202807","신규","-","","","아파트"
"171","대구광역시 수성구 신매동","245","0245","0000","신매보성타운","전세","84.9900","202606","14","16,500","0","2","1997","달구벌대로651길 23","202607~202807","갱신","-","21,000","0","아파트"
"172","대구광역시 동구 신암동","1887","1887","0000","동대구해모로스퀘어이스트","전세","59.8787","202606","14","27,000","0","8","2024","동북로75길 13","202608~202808","신규","-","","","아파트"
"173","대구광역시 수성구 신매동","579","0579","0000","천마타운","전세","121.0400","202606","14","30,000","0","1","1994","신매로 71","202608~202808","신규","-","","","아파트"
"174","대구광역시 북구 침산동","431-2","0431","0002","청구타운","전세","59.9900","202606","14","14,000","0","12","1995","침산남로19길 9","202607~202807","신규","-","","","아파트"
"175","대구광역시 동구 신천동","621","0621","0000","신천역센트럴리버파크","전세","84.8700","202606","14","23,100","0","9","2011","동부로 26","202606~202806","갱신","사용","22,000","0","아파트"
"176","대구광역시 달서구 신당동","1846","1846","0000","성서주공2","월세","42.9000","202606","14","500","40","3","1995","신당로 55","202606~202706","신규","-","","","아파트"
"177","대구광역시 중구 동인동1가","413","0413","0000","대구역센트럴대원칸타빌","전세","84.7824","202606","14","25,000","0","19","2024","태평로 224","202607~202807","신규","-","","","아파트"
"178","대구광역시 북구 복현동","539-114","0539","0114","복현건영","전세","84.9100","202606","14","18,000","0","19","1998","검단로 28","202609~202809","신규","-","","","아파트"
"179","대구광역시 동구 신암동","1852","1852","0000","동대구해모로스퀘어웨스트","월세","51.7846","202606","14","2,000","75","11","2023","동북로 340","202607~202807","신규","-","","","아파트"
"180","대구광역시 달서구 본리동","1238","1238","0000","달서푸르지오시그니처","월세","84.9958","202606","14","3,000","130","42","2026","와룡로 70","202606~202806","신규","-","","","아파트"
"181","대구광역시 동구 각산동","1043","1043","0000","대구혁신엘에이치천년나무3단지","월세","74.2100","202606","14","500","30","13","2014","과학로13길 30","202606~202706","신규","-","","","아파트"
"182","대구광역시 달서구 상인동","1332-319","1332","0319","성진상인","월세","84.4150","202606","14","0","40","4","1994","상화로 277","202606~202706","신규","-","","","아파트"
"183","대구광역시 남구 대명동","3072","3072","0000","대명역센트럴엘리프","전세","84.9134","202606","14","25,000","0","16","2022","대명로14길 60","202611~202711","갱신","사용","25,000","0","아파트"
"184","대구광역시 달서구 감삼동","39-4","0039","0004","일광","전세","39.5400","202606","14","6,900","0","5","1981","죽전길 72","202607~202807","신규","-","","","아파트"
"185","대구광역시 수성구 범어동","2291","2291","0000","수성범어W","전세","84.9911","202606","14","68,000","0","11","2023","달구벌대로 2436","202608~202808","신규","-","","","아파트"
"186","대구광역시 동구 신암동","1881","1881","0000","동대구더센트로데시앙","전세","84.9353","202606","14","34,000","0","12","2023","신암로20길 63","202608~202808","신규","-","","","아파트"
"187","대구광역시 수성구 파동","1034","1034","0000","수성더팰리스푸르지오더샵","전세","75.9914","202606","14","32,000","0","5","2025","파동로 190","202608~202808","신규","-","","","아파트"
"188","대구광역시 수성구 황금동","365","0365","0000","캐슬골드파크5단지","전세","84.9700","202606","14","30,000","0","20","2006","청수로 214","202607~202807","신규","-","","","아파트"
"189","대구광역시 동구 지묘동","1386","1386","0000","LH뉴웰시티","전세","59.9900","202606","14","17,000","0","9","2021","동화천로77길 30","202606~202706","갱신","사용","17,000","0","아파트"
"190","대구광역시 북구 국우동","1080","1080","0000","그린빌6단지","전세","51.9500","202606","14","11,500","0","8","2002","학정동로 10","202606~202806","신규","-","","","아파트"
"191","대구광역시 중구 태평로2가","41","0041","0000","힐스테이트대구역","전세","84.9929","202606","13","34,500","0","41","2023","태평로28길 13","202608~202808","신규","-","","","아파트"
"192","대구광역시 달서구 상인동","1596","1596","0000","상인화성파크드림2단지","전세","84.9900","202606","13","20,519","0","14","2010","송현로7길 9","202607~202807","신규","-","","","아파트"
"193","대구광역시 달서구 상인동","1596","1596","0000","상인화성파크드림2단지","전세","84.9800","202606","13","20,519","0","21","2010","송현로7길 9","202607~202807","신규","-","","","아파트"
"194","대구광역시 달서구 상인동","87","0087","0000","상인e-편한세상2단지","전세","134.4230","202606","13","38,000","0","13","2008","월서로3길 15","202607~202807","신규","-","","","아파트"
"195","대구광역시 북구 대현동","535","0535","0000","센트럴파크대현","월세","51.4200","202606","13","2,000","75","11","2016","대현남로6길 20","202606~202806","신규","-","","","아파트"
"196","대구광역시 북구 사수동","803","0803","0000","대구금호스타힐스엔에이치에프6단지","월세","84.9300","202606","13","2,000","85","17","2018","내곡로 70","202606~202806","신규","-","","","아파트"
"197","대구광역시 북구 사수동","833","0833","0000","금호서한이다음","월세","74.9100","202606","13","2,000","78","2","2016","한강로 17","202607~202807","신규","-","","","아파트"
"198","대구광역시 북구 고성동1가","270","0270","0000","대구오페라스위첸","월세","84.9704","202606","13","2,500","130","17","2024","칠성남로 70","202606~202806","신규","-","","","아파트"
"199","대구광역시 수성구 범물동","1372","1372","0000","청아타운","월세","84.9950","202606","13","2,000","70","4","1992","범안로 40","202608~202808","신규","-","","","아파트"
"200","대구광역시 중구 동인동1가","420","0420","0000","힐스테이트동인더스카이","월세","84.9962","202606","13","2,000","130","23","2025","태평로 240","202607~202807","신규","-","","","아파트"
"201","대구광역시 수성구 시지동","600","0600","0000","고산역화성파크드림","전세","73.7025","202606","13","23,000","0","12","2019","달구벌대로 3122","202606~202806","갱신","-","23,000","0","아파트"
"202","대구광역시 수성구 황금동","985","0985","0000","힐스테이트황금동","월세","111.1863","202606","13","1,000","160","22","2018","청수로 274","202606~202608","신규","-","","","아파트"
"203","대구광역시 서구 평리동","632-9","0632","0009","서대구KTX영무예다음","전세","101.5321","202606","13","24,000","0","31","2023","당산로 446","202607~202807","갱신","-","23,000","0","아파트"
"204","대구광역시 북구 노원동1가","530","0530","0000","북구청역푸르지오에듀포레","월세","84.9591","202606","13","3,000","100","9","2024","침산남로 30","202606~202705","신규","-","","","아파트"
"205","대구광역시 중구 동인동1가","420","0420","0000","힐스테이트동인더스카이","월세","84.9962","202606","13","2,000","130","23","2025","태평로 240","202607~202807","신규","-","","","아파트"
"206","대구광역시 남구 이천동","1177","1177","0000","대봉교역태왕아너스","월세","84.9180","202606","13","9,000","50","5","2023","대봉로30길 15","202606~202706","갱신","사용","9,000","46","아파트"
